,proteins
38750,SNTB1_MOUSE
38751,PMDS_STREO
38752,PGPS1_CRIGR
38753,OBG_CHLAB
38754,MTCP1_HUMAN
38755,ACHA7_MOUSE
38756,DHYS_RAT
38757,GST_PLAF7
38758,VPS36_XENLA
38759,CCD51_HUMAN
38760,HSP7M_SCHPO
38761,IL6RA_HUMAN
38762,ACAD9_MOUSE
38763,VEGFA_RAT
38764,CRK_DROME
38765,MERH_DROME
38766,ARRS_BOVIN
38767,DRD3_HUMAN
38768,HH_DROME
38769,NTCP4_MOUSE
38770,THRC_YEAST
38771,CEP57_HUMAN
38772,ARREH_ACIF2
38773,CREST_RAT
38774,ESA1_EMENI
38775,CML28_ARATH
38776,FOXP1_CHICK
38777,PRDM9_MOUSE
38778,HEXI2_HUMAN
38779,PRP19_HUMAN
38780,SYP42_ARATH
38781,BZP16_ARATH
38782,MED31_DROME
38783,CD83_MOUSE
38784,ARR5_ARATH
38785,S40A1_MOUSE
38786,BRKRN_RANNV
38787,RAD52_MOUSE
38788,CP1A5_CHICK
38789,SRL1_YEAST
38790,ADPRH_MOUSE
38791,PKR1_MOUSE
38792,TCPD_MOUSE
38793,MUTE_ARATH
38794,MAK16_YEAST
38795,KL40A_DANRE
38796,CENPU_HUMAN
38797,RS8_MAIZE
38798,RUNX2_RAT
38799,PPME1_RAT
38800,GAD1_DROME
38801,WNT2_HUMAN
38802,TPA_HUMAN
38803,RNF11_HUMAN
38804,CARE_ACEWD
38805,3CAR3_PICSI
38806,SUCB1_MOUSE
38807,RCAN1_HUMAN
38808,DUT_RAT
38809,ANFC1_ONCMY
38810,F136A_MOUSE
38811,OYE3_YEAST
38812,KCD20_MOUSE
38813,PIMB_CORGL
38814,CLUA1_CAEEL
38815,FOX1_CAEEL
38816,UB2J2_MOUSE
38817,YSH1_SCHPO
38818,DHX15_SCHPO
38819,YHJ7_SCHPO
38820,NGN3_HUMAN
38821,ACKR1_HUMAN
38822,Y3174_ARATH
38823,PPH6_CAEEL
38824,KL40B_DANRE
38825,ECHB_MOUSE
38826,KPR4_YEAST
38827,GENL1_ORYSJ
38828,MSRB2_HUMAN
38829,CALM_MOUSE
38830,FBX27_HUMAN
38831,RRG1_SCHPO
38832,EI2BE_HUMAN
38833,ALDOB_CHICK
38834,LTC4S_RAT
38835,DPH3_HUMAN
38836,SPI2_CWPXB
38837,TCPH_MOUSE
38838,2B19_HUMAN
38839,PKHF2_HUMAN
38840,SUS6_ARATH
38841,GPX7_ARATH
38842,MADS3_ORYSJ
38843,MP17L_MOUSE
38844,AURE_AURAU
38845,DIS1A_DICDI
38846,ZN771_HUMAN
38847,G6PE_MOUSE
38848,GDIB_RAT
38849,HRSL5_MOUSE
38850,TNG2_HUMAN
38851,SDSL_MOUSE
38852,CCNY_CAEEL
38853,HXB7_HUMAN
38854,DOM34_SCHPO
38855,FCY22_YEAST
38856,IGHM_MOUSE
38857,TGT_MOUSE
38858,STX1B_RAT
38859,GALT_DROME
38860,GSTU2_ARATH
38861,HNRLL_HUMAN
38862,STAD6_ARATH
38863,IFT56_HUMAN
38864,VAP13_ARATH
38865,SL9A3_HUMAN
38866,PP1R8_MOUSE
38867,RS12_DICDI
38868,TGFA_HUMAN
38869,TOB2_MOUSE
38870,GOLI_MOUSE
38871,CATIN_HUMAN
38872,LONF1_HUMAN
38873,DREB3_ARATH
38874,FBX32_MOUSE
38875,ABI3_HUMAN
38876,ARFG2_HUMAN
38877,MNR2_YEAST
38878,ZN319_MOUSE
38879,CH60_HUMAN
38880,B4GN2_HUMAN
38881,PSA6_DICDI
38882,CNBL1_ARATH
38883,MK08_DANRE
38884,PSBC_ORYNI
38885,NEPR1_HUMAN
38886,ECR_DROME
38887,DISC1_MOUSE
38888,SPA9_HUMAN
38889,CPR6_CAEEL
38890,CALY_HUMAN
38891,COX10_SCHPO
38892,MD2L1_MOUSE
38893,ACOT6_HUMAN
38894,MST3_DROHY
38895,RSSA_RAT
38896,IPYR_SCHPO
38897,BG1_ORYSJ
38898,NPFF_RAT
38899,K1C25_HUMAN
38900,1B49_HUMAN
38901,CLCA_RAT
38902,CSN2_HUMAN
38903,MK01_MOUSE
38904,RA211_ARATH
38905,DBP7_YEAST
38906,Y2910_ARATH
38907,RS9_RAT
38908,RS2_MOUSE
38909,YCPD_SCHPO
38910,ADA2C_HUMAN
38911,AVR2A_RAT
38912,PRP43_ARATH
38913,SAR1A_MOUSE
38914,YAB4_ARATH
38915,SIN1_DROPS
38916,PITX2_XENLA
38917,CDC25_ARATH
38918,ERCC3_DICDI
38919,CRBN_DANRE
38920,FA72B_HUMAN
38921,FOSL1_RAT
38922,SPP3B_ARATH
38923,CSM2_YEAST
38924,LIMS1_HUMAN
38925,IF4E4_CAEEL
38926,WDFY1_HUMAN
38927,CTBP1_MOUSE
38928,XRCC2_MOUSE
38929,CATA2_MAIZE
38930,OXYR_HUMAN
38931,VA725_ARATH
38932,UXS1_RAT
38933,SNA4_YEAST
38934,AICDA_HUMAN
38935,PRS8A_ARATH
38936,TRX1_YEAST
38937,CDK1_DICDI
38938,PAN_METJA
38939,H2A3_HUMAN
38940,OR9Q2_HUMAN
38941,HST4_YEAST
38942,JAR1_ARATH
38943,CY24B_BOVIN
38944,SIA1_ARATH
38945,ASK4_ARATH
38946,CR3L4_MOUSE
38947,ISL1_DANRE
38948,HCDH_MOUSE
38949,PLI2C_ARATH
38950,LMBD1_MOUSE
38951,STAM2_HUMAN
38952,IAA16_ARATH
38953,RK122_ARATH
38954,TNF11_RAT
38955,CETN2_MOUSE
38956,DAG1_BOVIN
38957,EST2A_MOUSE
38958,ATB53_ARATH
38959,TOM20_HUMAN
38960,ACPA_EMENI
38961,NASP_MOUSE
38962,CUL1_HUMAN
38963,NDKM_MOUSE
38964,AMOL1_HUMAN
38965,PRC_ECOLI
38966,ASSY_HUMAN
38967,TTHY_HUMAN
38968,NU3C_ORYSJ
38969,NU3C_ORYSI
38970,NDUB5_BOVIN
38971,NU3C_ORYSA
38972,H60C_MOUSE
38973,AL9A1_MOUSE
38974,FK164_ARATH
38975,HIT1_YEAST
38976,CRTC1_HUMAN
38977,PRRT2_MOUSE
38978,CGEP_ARATH
38979,TFCP2_HUMAN
38980,LPAR1_MOUSE
38981,GHR_MOUSE
38982,LIS1_HUMAN
38983,ILVB_SCHPO
38984,MNB_DROME
38985,LST8_YEAST
38986,IGLL5_HUMAN
38987,PTLD_STRAW
38988,RAB5B_MOUSE
38989,CONS_ARATH
38990,PPOX1_ARATH
38991,ARFP2_HUMAN
38992,TTK_HUMAN
38993,ICE2_DROME
38994,LERK_MYCS2
38995,PBDGT_MYCGE
38996,TNR16_MOUSE
38997,PUF7_CAEEL
38998,ARCA_VIBF1
38999,SAM5A_DANRE
39000,ACTS_RABIT
39001,SOX7_HUMAN
39002,HSP88_DICDI
39003,TM2D1_HUMAN
39004,RM02_ORYSA
39005,XYNB_PRUPE
39006,RM02_ORYSI
39007,B3GA2_HUMAN
39008,MER_ERYCB
39009,SSP1_SCHPO
39010,FSR_ECOLI
39011,CP74A_ARATH
39012,STP14_ARATH
39013,OSGP2_MOUSE
39014,RCOR3_MOUSE
39015,CR15A_ARATH
39016,GBRL1_HUMAN
39017,NAP1C_ARATH
39018,ANR1_ARATH
39019,NR2C1_HUMAN
39020,LIRB2_HUMAN
39021,RSP1_CAEEL
39022,NCF1_MOUSE
39023,OPSB_CARAU
39024,CART_HUMAN
39025,OFP11_ARATH
39026,COX15_HUMAN
39027,CCKAR_MOUSE
39028,FABPH_MOUSE
39029,BBP_SCHPO
39030,Y2913_MYCTU
39031,FER_MOUSE
39032,RM53_MOUSE
39033,NANP_RAT
39034,MET2_SCHPO
39035,CT54_CONLT
39036,VKT21_LYCMC
39037,YTM1_YEAST
39038,T2R31_HUMAN
39039,VP26A_HUMAN
39040,GAL2_YEAST
39041,RL19_CAEEL
39042,SYVN1_HUMAN
39043,MGAT1_MOUSE
39044,LETM1_HUMAN
39045,KDPA_ECOLI
39046,AGTR2_RAT
39047,CER1_MOUSE
39048,S27A2_RAT
39049,PROM2_RAT
39050,TMN1_YEAST
39051,AIP12_ARATH
39052,IF5A1_CAEEL
39053,HSP73_DROME
39054,NDUAC_MOUSE
39055,PMM1_MOUSE
39056,NCB5R_MAGO7
39057,ORMDL_DROME
39058,TBB4_ARATH
39059,PAX7_HUMAN
39060,PIAS2_RAT
39061,PONA_DICDI
39062,CYC2_RHOBL
39063,HXK1_MOUSE
39064,CTDSL_MOUSE
39065,SMS2_RAT
39066,HRH4_RAT
39067,CANB1_DICDI
39068,OXLD1_MOUSE
39069,TKTC1_ARATH
39070,LIPR1_CANLF
39071,RLA2_DROME
39072,NPY4R_RAT
39073,SYRM_YEAST
39074,GL111_ARATH
39075,CBX7_MOUSE
39076,PCDA2_HUMAN
39077,RHPN1_MOUSE
39078,QCR6_RAT
39079,OR4CD_HUMAN
39080,S15A1_HUMAN
39081,KS6B_CAEEL
39082,P2RY4_HUMAN
39083,RIPL2_PHYDI
39084,SYRC_DROME
39085,COQ2_YEAST
39086,SYN1_RAT
39087,ZIFL1_ARATH
39088,DNJB1_HUMAN
39089,K1C15_RAT
39090,PTPM1_HUMAN
39091,KV401_HUMAN
39092,CYB5B_RAT
39093,HIS4_ARATH
39094,CC105_HUMAN
39095,WRK22_ARATH
39096,IMPA2_ARATH
39097,SIGK_MYCTU
39098,CNDP2_MOUSE
39099,ZN143_RAT
39100,IF3M_BOVIN
39101,PTPRR_HUMAN
39102,NTNG2_MOUSE
39103,RS43_ARATH
39104,YETS4_MOUSE
39105,NBP35_ARATH
39106,DCTN3_HUMAN
39107,TIP43_MAIZE
39108,DID1B_MACLB
39109,C734A_ARATH
39110,RAP1_CAEEL
39111,TTC7A_MOUSE
39112,INCA1_HUMAN
39113,RAX1_SCHPO
39114,CY1_SCHPO
39115,JMJD6_DROME
39116,NUCKS_MOUSE
39117,NRIP2_MOUSE
39118,AQP8_HUMAN
39119,SWD3_YEAST
39120,BIOH_SERMA
39121,ZNF22_MOUSE
39122,GLPC_ECOLI
39123,MALX2_YEAST
39124,TIMP3_MOUSE
39125,UBC6_YEAST
39126,PHAG1_RAT
39127,RAB31_HUMAN
39128,THI74_YEAST
39129,SOX6_HUMAN
39130,BAP29_MOUSE
39131,SPX3_ORYSJ
39132,S22A4_HUMAN
39133,NSMA_HUMAN
39134,UBI4P_SCHPO
39135,PFKAP_RAT
39136,NSF_HUMAN
39137,ANR_PSEAE
39138,RM39_MOUSE
39139,SPRC_MOUSE
39140,CALM_DICDI
39141,VGLU1_RAT
39142,RIDA_ECOLI
39143,ZFX_MOUSE
39144,SYNC_CAEEL
39145,RTN4R_RAT
39146,PE12A_LITPE
39147,ID3A_XENLA
39148,COPA2_HELPX
39149,CP2R1_HUMAN
39150,PSA2_SCHPO
39151,SLBP_MOUSE
39152,NAC42_ARATH
39153,HSP34_SCHPO
39154,TMM27_MOUSE
39155,RHM1_ARATH
39156,DKKL1_HUMAN
39157,TLP14_PHONI
39158,SP2_HUMAN
39159,BATF3_MOUSE
39160,RET4A_ONCMY
39161,HSP83_DROME
39162,CLC4K_HUMAN
39163,YG169_YEAST
39164,AROG_SCHPO
39165,HM02_CAEEL
39166,MAD29_ORYSJ
39167,PLCD1_MOUSE
39168,YAP1_CANAL
39169,RL7A_YEAST
39170,PDE4D_HUMAN
39171,PLM_HUMAN
39172,EF1D2_ARATH
39173,TBX20_MOUSE
39174,HAOX2_MOUSE
39175,SF3A2_HUMAN
39176,MMP10_HUMAN
39177,BCP1_ARATH
39178,YAHK_ECOLI
39179,DUR3_ORYSJ
39180,CFAD_MOUSE
39181,PDX1_HUMAN
39182,EGLN1_RAT
39183,GANC_MOUSE
39184,PSN_CAEEL
39185,NAA30_SCHPO
39186,PHLA1_RAT
39187,PAHX_MOUSE
39188,PUR6_RAT
39189,ZN219_HUMAN
39190,MEPCE_MOUSE
39191,ATP18_SCHPO
39192,PPR90_ARATH
39193,THO4B_ARATH
39194,TMM59_HUMAN
39195,ADA_RAT
39196,NKAI2_MOUSE
39197,NAGS_MOUSE
39198,ERD2B_ARATH
39199,ORC4_SCHPO
39200,BAT1_RAT
39201,AATPB_ARATH
39202,CEF1_YEAST
39203,RPA49_HUMAN
39204,NFIL3_DANRE
39205,HSOP1_ARATH
39206,RSV2_SCHPO
39207,AROD4_ARATH
39208,DRE1_CAEEL
39209,RCK2_YEAST
39210,NPY_DANRE
39211,SYCE1_HUMAN
39212,SMO21_ARATH
39213,RUB1_YEAST
39214,NETR_MOUSE
39215,KCNSK_CAEEL
39216,SUN_DROME
39217,AP2B1_BOVIN
39218,ABH15_HUMAN
39219,UFSP1_HUMAN
39220,SYF2_DROME
39221,RS9A_SCHPO
39222,GOLS2_AJURE
39223,GLSK_RAT
39224,LARG2_MOUSE
39225,RBM28_HUMAN
39226,PRP31_DANRE
39227,SDP1_YEAST
39228,PHR2_CANAL
39229,AATC_HUMAN
39230,GBG10_HUMAN
39231,LDB3_HUMAN
39232,PA2A_OVOMO
39233,PIAS1_MOUSE
39234,NYC1_ORYSJ
39235,THNS2_MOUSE
39236,ACTB_RABIT
39237,FZR1_ARATH
39238,IMP3_SOLLC
39239,ATCA4_ARATH
39240,LEO1_MOUSE
39241,HDGR2_HUMAN
39242,MCR_HUMAN
39243,PHF5A_MOUSE
39244,HAT2_SCHPO
39245,GSK3_DICDI
39246,CATK_RAT
39247,MAK_ACTMI
39248,SH3Y1_HUMAN
39249,SUC5_ARATH
39250,DHB2_MOUSE
39251,MOC_ORYSJ
39252,PDK3_MOUSE
39253,DEAF1_RAT
39254,SAFB1_MOUSE
39255,SPT3_YEAST
39256,IDHC_RAT
39257,CRPM1_ARATH
39258,MP2K6_HUMAN
39259,AKT2_HUMAN
39260,GPNMB_RAT
39261,XB32_ARATH
39262,TPS1_YEAST
39263,ZDH16_HUMAN
39264,DCOR_TRYBB
39265,UGDH_CAEEL
39266,GLN15_ARATH
39267,TPSA_ARATH
39268,NSPC_VIBAL
39269,TTLL6_DANRE
39270,PIR3_YEAST
39271,LPAR4_HUMAN
39272,DPOD4_MOUSE
39273,PSB1_ARATH
39274,PRLD1_MOUSE
39275,MAFK_MOUSE
39276,CBL11_ARATH
39277,RING2_DANRE
39278,CB39L_HUMAN
39279,RBL2A_MOUSE
39280,TCF7_HUMAN
39281,ABF1_YEAST
39282,REM9_ARATH
39283,AVR2A_HUMAN
39284,IFF11_CANAL
39285,NCDN_HUMAN
39286,CDC42_SCHPO
39287,HXA1_MOUSE
39288,PME58_ARATH
39289,ZC3H8_MOUSE
39290,LYNX1_MOUSE
39291,LSHB_STRCA
39292,NUD13_HUMAN
39293,TREA_PSEAE
39294,TRP5_PYRAP
39295,GPER1_HUMAN
39296,MS18A_HUMAN
39297,CIB2_MOUSE
39298,KU80_YEAST
39299,FOXF1_MOUSE
39300,DHI2_RAT
39301,YM8M_YEAST
39302,FAM3C_HUMAN
39303,REQU_MOUSE
39304,GSM1_YEAST
39305,APBA3_RAT
39306,CMAS3_MYCTU
39307,STRN_HUMAN
39308,ADPRH_HUMAN
39309,LHX1_RAT
39310,PKHB1_MOUSE
39311,IF2M_HUMAN
39312,PPSP3_ARATH
39313,HDAC3_CHICK
39314,TBB1_MOUSE
39315,MENI_ECOLI
39316,WNT9A_MOUSE
39317,MAND_SPHWW
39318,IRG1_MOUSE
39319,THNS2_DANRE
39320,FAO1_LOTJA
39321,ULAE_ECOLI
39322,ACCO1_ARATH
39323,CSRP1_HUMAN
39324,PDIP2_HUMAN
39325,EDN2_HUMAN
39326,CEST_ORYSJ
39327,SKY1_YEAST
39328,POLL1_ARATH
39329,CADH5_CHICK
39330,HIDH_SOYBN
39331,OPN4L_DANRE
39332,NFYB6_ARATH
39333,DPPF_ECOLI
39334,UD3A1_HUMAN
39335,BIN2_HUMAN
39336,OR4D6_HUMAN
39337,XLNR_EMENI
39338,YDHX_ECOLI
39339,CASA1_RAT
39340,PP16B_BOVIN
39341,PO5F1_MOUSE
39342,FTSH8_ARATH
39343,DTX29_ARATH
39344,PNPH_HUMAN
39345,STR16_ARATH
39346,RS15B_DROME
39347,PRDX5_HUMAN
39348,RM38_BOVIN
39349,IL6RB_MOUSE
39350,LAD_NEUCR
39351,BX8_MAIZE
39352,SDHA1_ARATH
39353,MOB1B_HUMAN
39354,SER33_YEAST
39355,PXG3_ARATH
39356,TRDN_RAT
39357,SRPB_SCHPO
39358,UBC15_ARATH
39359,SNX1_RAT
39360,DJ12_CAEEL
39361,GP143_HUMAN
39362,IAA19_ARATH
39363,GTR8_HUMAN
39364,ZIP5_ORYSJ
39365,FCSA_DICDI
39366,ATF5_HUMAN
39367,DSBE_ECOLI
39368,TPS1_PHYDL
39369,OR8D1_HUMAN
39370,PADH_AZOEV
39371,BURPD_ORYSJ
39372,AR19A_XENLA
39373,IF1C_ORYSA
39374,MYG1_HUMAN
39375,HPA3_YEAST
39376,RP8L4_ARATH
39377,IP5P2_ARATH
39378,SAE2_HUMAN
39379,XPC_MOUSE
39380,RNF43_HUMAN
39381,ESR2_ICTPU
39382,ZAK1_DICDI
39383,FIGLA_HUMAN
39384,FEM1A_HUMAN
39385,FAD6C_ARATH
39386,SDIA_ECOLI
39387,MTMC1_METBA
39388,LYS4O_FLASC
39389,CD276_MOUSE
39390,PK2L1_HUMAN
39391,TRET1_ANOGA
39392,AL_DROME
39393,MTMC3_SCHPO
39394,NRT31_ARATH
39395,PDC_ASPFU
39396,LMAN2_HUMAN
39397,TOC34_ARATH
39398,BUL2_YEAST
39399,SUCR1_HUMAN
39400,TBX10_HUMAN
39401,K2C78_HUMAN
39402,BLH8_ARATH
39403,KIRR3_MOUSE
39404,TNF13_HUMAN
39405,NR2E1_MOUSE
39406,WDR48_HUMAN
39407,E4F1_HUMAN
39408,ZC3H3_DROME
39409,TCF21_XENLA
39410,3BHS_BOVIN
39411,GDF10_MOUSE
39412,AMYP_MOUSE
39413,YD68_SCHPO
39414,CALB2_RAT
39415,SMAD1_HUMAN
39416,Y1457_ARATH
39417,SCX1_TITOB
39418,MGN_ARATH
39419,VAN1_CANAX
39420,BIRC5_MOUSE
39421,TOP3A_ARATH
39422,WASH1_BOVIN
39423,ATG13_HUMAN
39424,THPA_MYCS2
39425,ID4_XENLA
39426,MSC2_YEAST
39427,WETA_ASPFU
39428,APC11_HUMAN
39429,CD37L_MOUSE
39430,PHB2_YEAST
39431,C3H56_ARATH
39432,OXLA_HUMAN
39433,RHG15_HUMAN
39434,VPS11_MOUSE
39435,GHSR_RAT
39436,EFC4B_HUMAN
39437,TINAL_HUMAN
39438,BETL1_ARATH
39439,OR1FC_HUMAN
39440,AP2M_CAEEL
39441,BBE21_ARATH
39442,KV311_HUMAN
39443,VAMP7_MOUSE
39444,AMT11_SOLLC
39445,TCPH_SCHPO
39446,CPEB_APLCA
39447,NFNB_MYCS2
39448,S22A5_RAT
39449,HDGR3_MOUSE
39450,PO2F3_HUMAN
39451,EXOSX_MOUSE
39452,ABCD2_MOUSE
39453,HOL2_ARATH
39454,TRKH_ECOLI
39455,GREM1_MOUSE
39456,ALX3_MOUSE
39457,ARMET_DROME
39458,GDS1_HUMAN
39459,APBB2_MOUSE
39460,LPXC4_ARATH
39461,VSX2_DANRE
39462,ARFB_ARATH
39463,ADX_RAT
39464,STON2_MOUSE
39465,ROP_DROME
39466,GHT2_SCHPO
39467,DNJ10_CAEEL
39468,FRE4_YEAST
39469,KGB1_CAEEL
39470,CETN1_HUMAN
39471,CTU1_CAEEL
39472,BH019_ARATH
39473,CLPP_ECOLI
39474,V1BR_RAT
39475,RM02_MOUSE
39476,HAT22_ARATH
39477,RBM10_MOUSE
39478,CAH2_MOUSE
39479,RS5_MYCTU
39480,PRSS8_MOUSE
39481,LR37B_HUMAN
39482,CA131_HUMAN
39483,OR2I1_HUMAN
39484,UBP16_XENLA
39485,ZN268_HUMAN
39486,MED24_MOUSE
39487,MELK_DANRE
39488,ACHB2_CHICK
39489,I13R2_HUMAN
39490,SAV_DROME
39491,CATO_HUMAN
39492,CCKAR_HUMAN
39493,NPAS4_HUMAN
39494,UBC1_ARATH
39495,O56A1_HUMAN
39496,OXR1_SCHPO
39497,CLUA1_HUMAN
39498,SFTPA_RAT
39499,SMA5O_HUMAN
39500,RBP9X_DROME
39501,SDS23_YEAST
39502,NFKB1_MOUSE
39503,SYAC_DROME
39504,S27A4_MOUSE
39505,SYNC_SCHPO
39506,RIP_LENTR
39507,LSAMP_HUMAN
39508,DLK1_MOUSE
39509,ACBP1_ARATH
39510,HHP1_ARATH
39511,PEX14_CRILO
39512,TR11B_RAT
39513,LPPX_MYCTU
39514,BIOD1_ECOLI
39515,PSG11_HUMAN
39516,NAPEP_RAT
39517,DPO3X_MYCTU
39518,GUN3_ARATH
39519,ENV_HV1EL
39520,TKT_GEOSE
39521,HSP18_ORYSJ
39522,KAIC_SYNE7
39523,AB2D_ARATH
39524,NREP_RAT
39525,PUR8_HUMAN
39526,H2A1_HUMAN
39527,BH014_ARATH
39528,CDC5L_RAT
39529,SERA_HUMAN
39530,DMKN_MOUSE
39531,APEP3_ORYSJ
39532,WDR1_RAT
39533,KXDL1_HUMAN
39534,BBX19_ARATH
39535,RFC5_YEAST
39536,AT74_ARATH
39537,OR2M3_HUMAN
39538,NPHP1_MOUSE
39539,ATOH1_MOUSE
39540,GBUA_PSEAE
39541,AKH2_ARATH
39542,ACSF3_MOUSE
39543,CLV2_ARATH
39544,KSR1_MOUSE
39545,6PGD_MOUSE
39546,ESYT2_HUMAN
39547,MSI4_ARATH
39548,YLM1_SCHPO
39549,ODFP1_MOUSE
39550,ITBP1_HUMAN
39551,RIR2A_ARATH
39552,SWC4_YEAST
39553,UTP18_HUMAN
39554,BBS7_MOUSE
39555,PHP4_SCHPO
39556,SURF4_DROME
39557,OAT_PLAF7
39558,ISCA1_DROME
39559,SCL21_ARATH
39560,APBA3_MOUSE
39561,PCNA_DROME
39562,SUVH8_ARATH
39563,MMGT1_MOUSE
39564,ALG5_DROME
39565,MIPEP_HUMAN
39566,LEU1_SCHPO
39567,COPB2_SCHPO
39568,DRG2_MOUSE
39569,DSC1_BOVIN
39570,WIPF1_RAT
39571,YBEG_SCHPO
39572,RFNG_DANRE
39573,KTI2_ARATH
39574,CTR3_HUMAN
39575,RS3_SCHPO
39576,DSBC_ECOLI
39577,MYL6_HUMAN
39578,FZD5_HUMAN
39579,AES_RAT
39580,WA22_MYCTU
39581,POC1A_MOUSE
39582,FER_DATIN
39583,LY86_HUMAN
39584,GCH1_CHICK
39585,GLHA_ICTPU
39586,YA72_SCHPO
39587,TI17B_HUMAN
39588,MRS21_ARATH
39589,SC61A_CANAL
39590,DNJA2_RAT
39591,RAB18_HUMAN
39592,NDUA1_MOUSE
39593,CRAC1_HUMAN
39594,NADB_ECOLI
39595,TCP22_ARATH
39596,CHADL_HUMAN
39597,FD_ARATH
39598,HAA1_YEAST
39599,DRE4_SCHPO
39600,OSB1_ARATH
39601,IDI1_HUMAN
39602,ST1A3_HUMAN
39603,AVR2A_MOUSE
39604,RHO1_CAEEL
39605,GGH_SOYBN
39606,ALFC8_ARATH
39607,U7E11_ARATH
39608,GNAS2_RAT
39609,HXA6_MOUSE
39610,ERA_ECOLI
39611,SYQ_HUMAN
39612,OR2T5_HUMAN
39613,FBL16_ARATH
39614,FSHR_HUMAN
39615,ADRB2_MOUSE
39616,IDHC_MOUSE
39617,FIMB5_ARATH
39618,ANDR_MOUSE
39619,MMSA_CAEEL
39620,CHZ1_SCHPO
39621,RT29_MOUSE
39622,FTSZ_MYCTU
39623,GTPB1_RAT
39624,CE030_MOUSE
39625,UTP23_MOUSE
39626,ENTP2_HUMAN
39627,RAB6B_HUMAN
39628,SNAT_CHICK
39629,CCAR2_MOUSE
39630,AAAD_RABIT
39631,DAPK3_HUMAN
39632,TM2D1_MOUSE
39633,CHIL4_MOUSE
39634,HTRA2_HUMAN
39635,TM186_MOUSE
39636,ARP5L_HUMAN
39637,ARPC1_YEAST
39638,YAJD_ECOLI
39639,EI24_MOUSE
39640,GHRL_ONCMY
39641,DTX52_ARATH
39642,BEH4_ARATH
39643,PRPS2_RAT
39644,KPRB_MOUSE
39645,KR87P_HUMAN
39646,GSHR_DICDI
39647,AQP6_HUMAN
39648,RGAP3_ARATH
39649,AIM1_ARATH
39650,INTU_HUMAN
39651,LIP4_CANAL
39652,ORTHL_ARATH
39653,GPHR_CRIGR
39654,BMAL1_MOUSE
39655,GCM2_DROME
39656,C719B_PAPSO
39657,ERG26_YEAST
39658,GORAB_MOUSE
39659,T150A_RAT
39660,S22A8_RAT
39661,GSH1_RAT
39662,FDNH_ECOLI
39663,EZH2_DANRE
39664,CD44_RAT
39665,RS31_ARATH
39666,UKL2_ARATH
39667,TAZ1_SCHPO
39668,ATL80_ARATH
39669,BGL26_ORYSJ
39670,PLF4_RAT
39671,APC11_CAEEL
39672,NAT3_SCHPO
39673,IRF1_MOUSE
39674,TNIP2_MOUSE
39675,NHP6_SCHPO
39676,ANO7_MOUSE
39677,KTU_MOUSE
39678,CAN5_HUMAN
39679,RGF3_ARATH
39680,PLMN_MOUSE
39681,MED11_HUMAN
39682,MOD5_YEAST
39683,EPHA3_RAT
39684,ALEX_MOUSE
39685,RAB10_CANLF
39686,CHFR_MOUSE
39687,SCLY_MOUSE
39688,FIMB3_ARATH
39689,GCM1_MOUSE
39690,ADAM2_HUMAN
39691,PETD_ORYSA
39692,REC11_SCHPO
39693,PETD_ORYSJ
39694,CAH6_HUMAN
39695,ZN143_HUMAN
39696,UNG_HUMAN
39697,MUTA_CAEEL
39698,M17L2_MOUSE
39699,EPB42_HUMAN
39700,GOLM1_MOUSE
39701,LARK_DROME
39702,BL1S1_HUMAN
39703,NR1D2_HUMAN
39704,IRX3_MOUSE
39705,WISP3_HUMAN
39706,NIM1_NEUCR
39707,RT18C_BOVIN
39708,SPEE_PYRFU
39709,RBG4_ARATH
39710,MTHK_METTH
39711,SYYC_DANRE
39712,TIMP3_RAT
39713,PHEP_ECOLI
39714,SH3Y1_MOUSE
39715,SCAB1_ARATH
39716,TNFL6_MOUSE
39717,CREB1_MOUSE
39718,RUSD4_MOUSE
39719,DUS3_YEAST
39720,RIPK4_MOUSE
39721,DSC2_HUMAN
39722,DDX31_HUMAN
39723,CGRF1_RAT
39724,ACOX1_HUMAN
39725,INX5_DROME
39726,SL9A9_HUMAN
39727,RIBD_ECOLI
39728,TIF4B_ARATH
39729,GPDL6_ARATH
39730,SUL1_YEAST
39731,SHS1_YEAST
39732,MEF2A_MOUSE
39733,ESAM_MOUSE
39734,FUBP2_HUMAN
39735,ACO11_SPOLI
39736,CAX_APHHA
39737,YJNK_SCHPO
39738,CATEA_XENLA
39739,TCPG_MOUSE
39740,RBP1_RAT
39741,TREC_ECOLI
39742,MBOA4_RAT
39743,T2AG_DROME
39744,ACTHR_HUMAN
39745,SODC_ASPNC
39746,FYB_MOUSE
39747,GATL1_ARATH
39748,KCRS_MOUSE
39749,RL8_DROME
39750,RABF1_ARATH
39751,OTX2A_XENLA
39752,PHSD_ARATH
39753,HEMH_CHICK
39754,CAPZB_DROME
39755,FZD3_MOUSE
39756,FA50A_HUMAN
39757,STAD5_ARATH
39758,FPRB_MYCTU
39759,Y3550_ARATH
39760,ACSL5_MOUSE
39761,TRAD1_RAT
39762,TPMT_MUSSP
39763,PCHB_PSEAE
39764,GAT14_ARATH
39765,DNAS1_RAT
39766,CLIC1_MOUSE
39767,PLCZ1_MOUSE
39768,COX3_BOVIN
39769,YFH7_YEAST
39770,LHX9_CHICK
39771,QCR10_SCHPO
39772,S41A2_MOUSE
39773,MSRB_ECOLI
39774,CAUP_DROME
39775,LAP1_ASPSO
39776,SPAT7_MOUSE
